review_id,game_id,author,hours_played,recommended,helpful_votes,date,review_text
r141,g08,couch_gamer_carl,2.1,False,9,2025-07-11,"Keyboard only, sadly. Two years on and pad support is still half-broken."
r142,g10,qa_goat,7.7,True,18,2025-01-25,"Bug report: goat clips through the town hall, physics explode, save intact, dignity gone. Dev response in the patch notes: 'working as intended'. Bless Chaos Pasture. Never change."
r143,g12,pressure_hull_poet,24.0,True,16,2025-12-05,"The story is told mostly through the Meridian's logs and it's quietly devastating — a crew that knew what was coming and wrote letters anyway. The dread here isn't jump scares, it's pressure: the hull, the dark, the fuel gauge on the dive suit. Few games commit to an atmosphere this completely. Buy a VRAM-rich GPU first, though."
r144,g09,lumen_seeker,34.0,True,52,2025-04-03,"I don't cry at games. I cried at this one. Every frame of the hand-drawn art looks like it took someone a week, the Wax Cathedral is the most beautiful area I've seen in the genre, and the score — this quiet, aching cello thing — follows you around like a second character. The final hour broke me. Some map frustrations aside, an absolute triumph."
r145,g15,noodle_gremlin,41.5,True,18,2023-09-02,One more shift turned into 3am again. This game is dangerously addictive and I refuse to apologize for my behavior.
r146,g18,silence_smith,203.1,False,36,2026-01-15,"Radio silence from the developers for over a year now. No patches, no posts, nothing. I cannot in good conscience tell anyone to buy into what looks like abandonware, no matter how good the forging feels."
r147,g09,hollow_wanderer,30.0,True,9,2025-10-05,"I spent more time lost than fighting. The in-game map looks like abstract art — beautiful, useless. Recommended anyway, because everything else is close to perfect."
r148,g05,crews_control,24.0,True,5,2026-06-30,"New player here with a crew of friends, honestly having a blast without paying a cent. Yes, the veterans are right about the shop, you feel it in PvP. But casual ship battles with your mates? Still genuinely special."
r149,g02,quietbloom,132.0,True,29,2025-09-14,"I picked this up during a rough patch of my life and it was exactly what I needed. Nothing in it is cruel. You lose a run and the game plants a memorial flower where you fell. I've since beaten everything, hit the late-game grind wall everyone mentions, and I still log in just to water things. The inventory could be bigger. The heart could not."
r150,g06,student_la_poli,38.0,True,9,2025-12-12,"sincer m-a invatat pipe-uri si redirectari mai bine decat laboratorul de la facultate. nu are tutorial deloc si primele ore sunt crunte, dar cand iti iese primul one-liner care curata tot etajul... satisfactie maxima. il recomand la toti colegii"
r151,g18,barnfresh,8.1,True,2,2026-06-30,Bought it right after the big 2.0 update. Zero regrets.
r152,g08,thumbstick_theo,1.2,False,22,2023-08-15,"Refunded. My gamepad straight up isn't detected — tried two different pads, replugged, restarted, nothing. The forums are full of the same complaint. A precision platformer on keyboard is not what I paid for."
r153,g15,eggtimer_ela,3.4,True,1,2026-05-20,"Bought it at lunch, missed two meetings. 10/10."
r154,g11,sahist_suparat,18.0,False,9,2024-07-14,"Ideea e geniala, sah cu 100 de oameni pe aceeasi tabla uriasa, ce sa zic. Dar la fiecare doua meciuri dau peste unul care joaca clar cu motor, muta in doua secunde si numai mutari perfecte. Plus ca matchmaking-ul m-a bagat cu unul de rating 2400 cand eu abia stiu deschiderile. Pacat, chiar pacat."
r155,g19,bread_believer,15.7,True,2,2025-12-03,me and the boys yelling about pastrami for six hours straight. goty
r156,g17,lowercase_mage,6.5,True,2,2024-08-19,rented a swamp to a frog wizard and he sued me. game of the year
r157,g15,broth_veteran,310.0,True,61,2026-02-08,"310 hours. I have memorized every ticket chime. Is it repetitive once you clear floor 30? Sure. Do I care? The lo-fi hits, the noodles fly, I am at peace."
r158,g05,boarded_by_wallets,67.0,False,18,2025-04-02,Skill stopped mattering the day stat gear hit the shop. We got boarded by wallet warriors in gilded armor doing double damage and shrugging off ours. We were better sailors. They were better spenders. Guess who won.
r159,g14,glowberry_gardener,54.0,True,31,2025-07-28,"My evening routine now: clock off work, boot up, stomp the Trowel-9 out to the glowberry field, harvest while the sun sets over Verdigris Valley, listen to the rain start on the cockpit glass. That's it. That's the game. There's combat in there somewhere too, and it's fine, whatever — I'm here to be a giant robot with a watering can and be at peace."
r160,g06,rm_rf_freetime,83.0,True,13,2026-02-14,sudo rm -rf my free time.
r161,g15,TonkotsuTruther,52.0,True,14,2024-08-03,"Late game is literally Midnight Miso, Neon Tonkotsu and Spicy Sunrise on rotation forever. Same three recipes on loop until the heat death of the universe. Love the game, but my hands are on autopilot now."
r162,g11,caffeine_castle,44.0,True,7,2025-01-29,"free, brilliant, infuriating. the holy trinity."
r163,g01,lastlap_larry,26.0,False,16,2025-01-10,"The AI doesn't race, it teleports. You can lead by six seconds and the pack will still appear in your mirrors on the last lap like a horror movie. Rubber-banding this aggressive makes clean driving pointless."
r164,g03,moonwalk_mike,8.5,False,11,2025-06-08,rubber-banding so bad my character moonwalked through the airlock and into next week.
r165,g02,wintersale_victim,71.0,True,13,2024-12-25,"got it in the winter sale, lost the entire winter."
r166,g10,tongue_physics,1.9,True,22,2024-10-11,i licked a car and draged it into the sea. game of the yaer
r167,g19,party_planner_pia,21.0,True,4,2026-05-05,"Bought four copies for game night and it paid for itself in one evening. Simple to learn, impossible to play with dignity. The sandwich physics alone justify the price tag."
r168,g17,cozy_conjurer,39.8,True,10,2026-01-09,"Perfect evening game. Collect rent, read letters, laugh out loud, renovate a haunted attic, repeat. For 13.99 you get more genuine laughs than most comedy specials."
r169,g12,hallway_hoverer,14.0,True,12,2025-07-19,"Played with every light in my flat on and a friend on voice call for moral support. Still had to stop every twenty minutes. Incredible game, hostile to my heart rate."
r170,g04,siege_the_day,76.0,True,19,2025-02-14,"Nobody talks about the siege testing mode enough. You finish your castle, then the game hands you catapults and lets you find out whether your design was clever or merely decorative. My east tower folded like wet parchment because I'd skimped on foundations, and the collapse rippled exactly where the load paths said it should. This is an engineering toy wearing a castle costume and I adore it."
r171,g07,demo_price_tag,2.0,False,16,2025-01-30,two hours long. that's a demo with a price tag.
r172,g14,post_shift_pilot,25.0,True,7,2026-05-25,"The game I play after work to feel like a person again. Cheaper than a therapist, and the tomatoes don't judge me."
r173,g17,no_challenge_ned,25.0,False,12,2025-07-04,"Once you crack the economy, and that takes about one in-game week, there is no challenge left. Currency loses all meaning and every decision becomes purely cosmetic. This needed a hard mode a year ago."
r174,g03,wreck_diver_wes,6.2,False,10,2025-05-02,bought it for co-op night. we spent the evening staring at the reconnect screen.
r175,g06,man_page_meta,47.0,True,8,2026-07-01,finally a game where reading the man page is the meta.
r176,g17,imp_watcher,30.8,True,8,2024-11-30,"My imp tenants spend rent day walking face first into the same wall for hours. The pathfinding is a crime scene. Still funny though, one of them has worn a visible groove into the plaster."
r177,g10,gravity_optional,6.4,True,15,2024-04-15,"Clipped through Mayor Crumb, got launched clean over Bleatsburg, landed in the trampoline church, achievement popped. This game understands what games are for."
r178,g02,compost_connoisseur,67.0,True,10,2025-07-09,"The Compost King fight is a masterpiece, a giant grump made of everything you discarded during the run. Died to my own banana peels. The 2.1 update's bigger inventory fixed my main gripe too."
r179,g20,null_warden_main,98.2,True,17,2025-12-19,"The unit roster is a toybox for sickos. My Null Warden erases enemy echoes while the Chronomancer replays her own turn from two rounds ago, and stacking those two won me a match I had mathematically lost. The campaign difficulty curve is perfect and the weekly puzzle missions are genius. Base roster is thin though, the really good stuff hides in DLC packs."
r180,g10,sandbox_skeptic,5.1,False,14,2024-08-03,"A mile wide and an inch deep. No goals, no progression, no reason to come back once the chaos stops being surprising — and it stops surprising you around hour three."
r181,g14,stomp_nap,19.0,True,6,2025-08-30,plant. stomp. nap. repeat. best routine in gaming
r182,g01,apexghost77,34.2,True,21,2024-08-02,"The drift handling is the best I've felt in an arcade racer. You feather the throttle, the back end swings out, and the synthwave beat drops right as you hit the apex on Chromatic Bay. Velocity Forge understood the assignment."
r183,g18,patience_expired,142.5,False,23,2025-12-18,I defended this game for months but I am done waiting. The promised ranching update is over a year late and the devs have not said a single word since last winter. Uninstalling until they remember we exist.
r184,g19,solo_sadness,4.2,False,17,2025-06-02,"Played alone and there is just nothing here. An empty score chase, no story, barely any progression. This game without friends is a sandwich without bread."
r185,g07,fiscal_fear_fan,6.8,True,17,2025-10-31,"Came back for the free Fiscal Year of Fear chapter and it finally makes the runtime feel fair. The year-end audit sequence is the scariest thing I've played in 2025, and I mean the horror parts, not just the audit itself."
r186,g18,ghosttown_gardener,156.3,True,28,2025-11-27,"The roadmap is a ghost town and the last dev post was a pumpkin emoji in January. I adore this game, 156 hours says so, but somebody please go check on Anvil and Acre."
r187,g18,anvil_lifer,612.0,True,74,2025-10-14,"612 hours since launch. This game taught my kid crop rotation and taught me patience. The farming and forging loop is still unmatched. The problem: total dev silence. No patch since January 2025, the official roadmap page literally 404s now, and the community channel is a tumbleweed farm. I still recommend it for the mountain of content that exists, but my heart is getting nervous."
r188,g12,ticket_no_reply,8.1,False,18,2025-08-08,"Save file vanished after a crash on Deck C. My support ticket has been open for three weeks with no reply. The game is scary, losing eight hours is scarier."
r189,g07,accountant_ama,4.1,True,21,2025-06-06,accountants: this is a documentary.
r190,g03,o2_optional,45.0,True,13,2025-07-11,"The sound design deserves an award. When your oxygen line snags and the hiss starts, and your friends' voices tip from jokes into panic, that's real fear. Solo it's decent, with three friends it's unforgettable."
r191,g05,daily_quest_dropout,210.0,False,27,2024-06-25,The Sea Serpent pass turned my hobby into a shift job. Miss two days of streak quests and the tier math means you'll never finish without paying. I sailed for fun once. Now I clock in. No thanks.
r192,g11,rook_and_roll,87.0,True,34,2023-07-19,Chess but it's a 100-player knife fight. Watching two top-tier players slug it out in the final circle while 98 ghosts spectate is genuinely the best moment in games right now. Concept of the decade.
r193,g16,second_chance_sam,55.6,True,21,2026-07-09,"Came back after the review bombing calmed down. The 1.1 patch fixed the corrupted markers and I have not fallen through the ice once in twenty hours. Still rough around the edges, but the turnaround is real."
r194,g14,vaporware_valley,22.0,False,38,2026-03-05,"Truly visionary studio. Lesser devs deliver features — Iron Petal delivers announcements of features. Raid Blooms has been 'coming next season' for three consecutive seasons, which for a farming game I assume is intentional comedy. The roadmap is the longest-growing crop in the game. Inspirational, really. 11/10."
r195,g17,chuckle_warlock,9.4,True,4,2024-07-15,The tenant complaint letters alone are worth 14 euro.
r196,g01,slipstream_sue,30.0,True,4,2024-10-05,"Runs at a locked 144 fps on my four-year-old Vortex 3600, looks like a neon fever dream, and the drift chaining on Chromatic Bay never gets old. Easy recommendation at this price."
r197,g20,echo_addict,23.9,True,2,2025-05-16,Every turn is a puzzle. Believe the hype.
r198,g18,seasonal_sal,33.9,True,7,2023-09-12,"The autumn festival made me tear up a little. Farm and Forge understands coziness on a level most games never reach, and the forging minigame has real depth. My hammer timing has become a personality trait."
r199,g02,pixelpetunia,44.0,True,7,2026-01-05,Three years after release and Tiny Cauldron still ships free content updates with handwritten patch notes. This studio deserves every euro. The game remains the coziest possible way to ruin a sleep schedule.
r200,g15,mirceapofta,33.5,True,8,2025-06-14,"Joc perfect dupa o zi lunga la birou. Pui muzica lo-fi, faci un Midnight Miso, servesti trei clienti grabiti si uiti de toate. Merita banii lejer, poate devine putin repetitiv dupa etajul 30, dar sincer nu ma deranjeaza deloc."
r201,g01,HairpinHera,61.0,False,27,2025-03-05,"I was 40 hours in and hosting weekly time-trial nights with my club. Since the update the game freezes mid-race, always on Midnight Interchange, always around the tunnel section. Screen locks up, the music keeps playing, then nothing. I've lost three tournament runs to this. The driving underneath is still fantastic, which somehow makes it worse. Fix it and I'll flip this review."
r202,g09,cartography_crow,41.0,True,21,2025-06-20,"Fair warning: the map is genuinely confusing and you will get lost in the early hours. Push through anyway. Once the world finally clicks into place in your head, this becomes something special."
r203,g03,budget_astronaut,12.0,True,9,2025-04-02,friend pass means my whole squad plays on one copy. based devs.
r204,g14,wet_paper_warrior,15.0,False,13,2026-01-18,The farming is 10/10. The fighting is a wet paper towel.
r205,g11,eval_bar_victim,8.4,False,12,2025-09-05,"Queued at rank 3, got dismantled by someone who was streaming with an eval bar open on their second monitor. Reported them a week ago. They're still in my lobbies."
r206,g14,rain_on_the_hull,29.0,True,10,2026-06-19,"The rain sound on the cockpit hull deserves its own award. Cozy is an overused word, but this game earned it. Just don't come here for the combat."
r207,g20,grandmaster_grid,132.4,True,44,2025-02-10,"The deepest tactics system in years, full stop. Echo positioning means every unit's past turns literally haunt the battlefield, so you are playing against your own history as much as the enemy. Every turn is a puzzle with three wrong answers and one beautiful one. I have 132 hours and I am still discovering interactions. Thinky players, this is your game."
r208,g10,chewing_gum_chaos,2.8,True,7,2024-05-20,Physics engine held together with chewing gum and dreams. Perfect.
r209,g05,shanty_singer,34.0,False,8,2024-07-10,"free to play, pay to win, hard to quit, uninstalled anyway."
r210,g10,ram_jam_2000,3.1,True,29,2024-04-02,Headbutted a funeral procession into the stratosphere. 10/10.
r211,g09,somnorosul_99,26.0,True,7,2025-11-16,"Cea mai frumoasa grafica pe care am vazut-o intr-un joc de genul asta. M-am ratacit vreo doua ore in Cinder Hollow ca harta e praf, dar sincer nici nu m-am suparat. Muzica m-a facut sa plang, pe bune. Il recomand cu incredere."
r212,g20,tactician_dorel,54.5,True,9,2026-04-12,"Cel mai bun joc de tactica pe ture din ultimii ani, pe bune, fiecare tura e un puzzle. Singura problema mare: loading-urile sunt lungi rau de tot, si asta pe SSD nou. Astept sa repare, dar il recomand oricum cu incredere."
r213,g01,GhostlapGary,88.0,True,45,2025-04-18,"Pros:
- drift model with actual weight transfer, best in class
- synthwave soundtrack I now listen to while jogging
- track variety, Harbor Straight at night is art

Cons:
- since 1.3 the game locks up between races about once an hour
- rubber-band AI on Expert is insulting
- photo mode crops replays weird

Recommended, but wait for the stability patch if you're on the fence."
r214,g05,three_week_sail,118.0,False,31,2025-08-08,"As a free player I grinded three weeks for the storm sails. A whale buys them in three seconds with gems and gets the stat variant, which I literally cannot earn. That's not free to play, that's a demo of someone else's game."
r215,g18,theyre_back_barb,118.9,True,57,2026-03-20,"THEY'RE BACK. The Reforged update dropped out of nowhere and it is massive: Mythril tier, frostwheat, a whole ranching system. I owe the doomposters an apology, myself included."
r216,g05,cosmetic_defeat,89.0,True,44,2024-09-01,"10/10 best credit card simulator on the seven seas. My ship is cosmetic, my defeats are not. Love queueing into a galleon whose sails cost more than my monitor. Truly the authentic experience of being robbed by pirates."
r217,g03,scrapbaron,68.0,True,12,2026-06-21,"Sixty-plus hours in. Ship upgrades give real progression, the friend pass keeps my rotating crew stocked, and post-overhaul the lag spikes are rare. Docking a fully upgraded hauler stuffed with contraband while the station scans you is peak tension."
r218,g19,wobbly_wife_guy,40.2,True,5,2025-10-12,"Heads up: the default camera shake made my wife queasy within minutes. The 1.1 patch added a toggle buried in accessibility settings, turn it off and the problem disappears completely. After that, flawless party game."
r219,g11,knight_owl_gm,31.0,True,16,2024-03-03,Winning a 1v1 in the final circle with 97 people spectating is peak human experience.
r220,g03,patchnotesreader,90.0,True,16,2026-01-17,"The January netcode overhaul actually delivered. Movement is server-side now, rubber-banding is mostly gone, and we survived a host crash with the new reconnect. Still the odd lag spike, but it's night and day compared to launch."
r221,g09,backtrack_burnout,11.2,False,17,2025-05-30,"Wandered the same three corridors of Cinder Hollow for 40 minutes because the map tells you nothing. No fast travel until absurdly late, so every wrong turn costs ten minutes of backtracking. Gorgeous game, miserable navigation."
r222,g19,queasy_quitter,0.8,False,11,2025-05-30,"Refunded. The camera whips around every time you sprint between stations and within twenty minutes I was genuinely nauseous. No FOV slider, no camera smoothing at launch. My stomach wrote this review."
r223,g15,chashu_charlie,67.9,True,27,2024-10-11,"Pros:
- Addictive shift loop that eats whole evenings
- Lo-fi soundtrack is a warm blanket
- 11.99 is a steal

Cons:
- Progression flatlines around floor 30
- Recipe variety runs out long before you do
- The rooftop cat cannot be petted (patch this in, Broth Bros)"
r224,g11,endgame_enjoyer,156.0,True,47,2024-01-12,"The shrinking board is a stroke of genius. As the circle closes, entire files just fall into the void, and suddenly your careful positional setup means nothing because the d-file no longer exists. The late game becomes a desperate three-board scramble where a pawn is worth more than a queen was five minutes ago. Matchmaking needs work and cheaters exist, but the core design deserves every award."
r225,g02,InventoryTetris,58.0,False,25,2024-10-02,"The game showers you with forty seed types and gives you twelve inventory slots. Late game is a grind tunnel where every reward is a duplicate. I adore the art and the vibe, but my patience finally composted."
r226,g18,harvest_hana,48.6,True,12,2022-11-03,"The loop is perfect: grow it, smelt it, smith it, sell it, upgrade the farm, repeat. Forging your own scythe from ore you mined under your own turnip field is the kind of loop other games dream about. The seasonal festivals are lovely, the mine gets surprisingly spooky, and the soundtrack changes with the weather. An instant classic."
r227,g08,git_gud_gerbil,112.0,True,19,2024-06-10,"Everyone calling it unfair is telling on themselves. Every hazard is telegraphed, every death has a lesson, and the physics never once betrayed me in 100+ hours. Hardest game I own and also the most honest one."
r228,g06,wiki_tab_warrior,1.4,False,10,2025-10-10,"Refunded. Alt-tabbing to a community wiki every forty seconds is not gameplay, it's homework. There is zero onboarding for anyone who doesn't already live in a terminal. Knowing your audience is fine, but a single practice room would have kept me."
r229,g14,flower_box_mech,17.0,True,11,2025-09-12,My mech has a flower box mounted on its shoulder cannon. GOTY.
r230,g15,floor30_refugee,88.2,True,31,2024-05-22,"The loop is genuinely hypnotic, upgrade the stove, unlock a floor, chase a perfect service. But once you hit floor 30 the game just stops. No new customers, no new stations, no reason to open the shop tomorrow. I kept playing out of habit for twenty more hours hoping something would happen. Nothing did. Still recommending because those first sixty hours were incredible, but Broth Bros needs to build an actual endgame."
r231,g03,solo_no_more,62.0,True,8,2025-11-02,"do not play this solo. i mean it. i spent 20 hours alone and thought it was mid, then two friends joined and it instantly became my game of the year. the anemone wreck at night, full crew, no music, just breathing. cinema"
r232,g17,cryptkeeper_karen,21.7,True,16,2024-06-10,A lich filed a complaint letter about the crypt being too damp for his scrolls and offered to pay rent in cursed bone china. The writing is untouchable. Funniest game I have played in years.
r233,g20,loading_screen_larry,19.8,False,20,2025-07-14,"My loading screens last longer than my turns. Ninety seconds into a mission, on an SSD, in a turn based game. I have read every loading screen tip twice by now. Fix the tech, then we can talk."
r234,g18,hoe_there,14.8,True,3,2022-08-21,Cozy farming plus blacksmithing. Instantly comfortable.
r235,g14,roadmap_watcher,40.0,False,44,2026-07-15,"The roadmap promised Co-op Greenhouses for autumn 2025. It is now July 2026. Raid Blooms: also missing. I love this game, which is exactly why I'm reviewing it down until Iron Petal delivers what the store page promised."
r236,g01,sundaydriver_dan,9.7,True,3,2024-12-24,"bought it for the drifting, stayed for the synthwave."
r237,g04,gatehouse_gabe,18.0,True,7,2024-08-08,knocked down my own gatehouse just to watch it crumble. worth every euro.
r238,g07,macro_seance_fan,5.6,True,38,2024-12-13,"The macro seance is an all-timer sequence: you record a macro to contact the intern who never logged off, and the game plays it back with one extra keystroke you didn't make. I yelped, then laughed, then checked my own spreadsheets for macros I don't remember writing. The VLOOKUP demon that follows you between sheets is great too. Yes, it's barely two hours long. I'm expensing my therapy anyway."
r239,g18,abandonware_alarm,95.0,False,26,2026-02-27,"Last patch was January 2025. Is this abandonware? Genuine question. Steam says the devs were last seen online sometime in the Cretaceous. Wonderful game, dead project."
r240,g16,patient_prospector,22.4,True,40,2026-02-20,"Underneath the jank is the most ambitious survival game I have played this decade. A living glacier that shifts every in-game week, dynamic frostbite, settlements that migrate when the ice cracks. Yes it is broken. Yes I recommend it anyway, the way you recommend a brilliant friend who is going through something. In a year this will be a masterpiece."
r241,g19,deli_dasher,11.9,True,3,2025-04-19,Pure chaos. My friends are liabilities and I love them.
r242,g14,petal_to_the_metal,27.0,True,12,2025-10-10,"Adore the vibe, but let's be honest, the combat is an afterthought — enemies wander vaguely at you and evaporate. I'm hoping a patch gives it teeth. Everything else is a warm blanket."
r243,g11,fifty_move_grind,98.0,True,39,2025-06-18,"Pros:
- Best strategy concept in years, period
- Final circles are pure adrenaline
- Genuinely free, no pay-to-win

Cons:
- Engine users survive every ban wave
- Low-rank lobbies padded with obvious bots
- Matchmaking pairs rank 2s with veterans
- Cosmetic grind is glacial

The knife-fight chess dream is real, it just needs a security team."
r244,g03,packet_ghost,27.0,True,6,2026-04-05,"atmosphere immaculate, netcode haunted. bring friends and lower your ping expectations."
r245,g15,budget_broth,19.3,True,5,2023-08-09,For 12 euro this is absurd value. Runs on my ancient GTX 1050 laptop at a locked 60fps. Perfect little management game for people with bad computers and good taste.
r246,g10,empty_pasture,8.9,False,16,2025-02-07,"Hot take: the bugs being the content is exactly the problem. Once the trampoline church stops being funny — and it does — there's no game underneath. No progression, no escalation, just the same ragdoll punchline with different props. I kept playing hoping for depth that never came. Comedy games still need to be games."
r247,g13,dev_mind_reader,5.1,False,14,2025-11-03,"The puzzles don't want you to think, they want you to read the developer's mind. Bounced off after the third arbitrary roadblock. The writing deserved better puzzle design."
r248,g15,ramen_papa_88,24.1,True,4,2023-12-05,"realy good managment game, teh customers get crazy on floor 15+ and i love it. soundtrak is amazing, definately recomend to anyone who likes cooking games"
r249,g17,golem_stuck_again,35.4,False,14,2025-12-02,"Tenant AI is genuinely dumb. My stone golem has been standing in the courtyard fountain for six in-game months and the imps queue single file into a decorative wall. Immersion, gone. Charm only carries it so far."
r250,g01,turbo_tomasz,28.4,False,33,2025-02-20,"Loved this game until patch 1.3. Now it crashes to desktop every second or third race, usually right when I'm about to set a personal best. Not touching it again until they fix it."
r251,g08,comet_snacker,38.2,True,14,2023-09-02,"The physics here are absurdly good. Momentum carries exactly how your brain expects, so every splat is 100% your fault. Beat the Tidal Locks after two evenings of pure stubbornness and felt like a genius. Just one more try, forever."
r252,g04,radial_menu_victim,63.0,True,9,2025-04-27,"The build menu fights you constantly. Doors are buried two submenus deep, the radial wheel forgets your last pick, and rebinding barely works. I recommend the game anyway, because what you can make with it is worth the wrestling."
r253,g09,relit_lantern,71.0,True,38,2026-05-30,"Second full playthrough, this time after update 1.1, and what a difference — map pins, a cleaner legend, and the first bench-warp moved several hours earlier. The getting-lost problem people complain about is basically solved now. Which means the only thing left is a heartbreak of a story, art you'll screenshot constantly, and a score I still listen to while working. Play it now if the map scared you off at launch."
r254,g01,vinyl_and_vram,6.8,True,9,2024-09-15,the soundtrack alone is worth the twenty euros. everything else is a bonus.
r255,g09,sequence_breaker,58.0,True,26,2026-02-19,"As someone who has finished basically every metroidvania worth playing: the movement kit here is top three ever. The Chandler fight forces you to use every tool you've unlocked and it's glorious. Ability gating is smart, secrets reward genuine curiosity, and yes, you can break the intended route in at least four places. The map deserved another design pass, but the world underneath it is exceptional."
r256,g07,one_evening_wonder,3.0,True,6,2026-04-12,"over in one evening, quoted at my office for a year."
r257,g04,drawbridge_dreamer,120.0,True,41,2024-11-12,"Pros:
- total creative freedom, if you can draw it you can build it
- collapse physics that turn every siege into a demolition documentary
- the contract campaign has genuinely funny writing

Cons:
- stutters hard once builds get ambitious
- UI needs four clicks to place a single door
- no blueprint sharing yet

Recommended if your patience is as sturdy as your walls."
r258,g06,cv_padding_pro,52.0,True,19,2025-09-25,i put this game on my CV under skills. got the job.
r259,g14,two_player_patience,44.0,True,8,2026-02-22,"My partner watches me play every night and we've named every crop plot. Would be a 10 if the promised co-op actually existed so she could join. Still waiting, Iron Petal."
r260,g03,salvage_squad_lead,74.0,True,32,2025-05-20,"Our Friday crew has cleared every wreck in the game and we love it, but you need to know about host migration: there isn't any, functionally. If the host's game closes, the session evaporates and everyone loses the haul. We solved it by making the guy with fiber internet the permanent host. That is not a real solution, Orbital Labs. Still recommended, because nothing else scratches this itch."
r261,g07,f13_survivor,2.1,True,9,2024-10-15,i will never trust cell F13 again.
r262,g04,bailey_bottleneck,48.0,False,16,2025-03-19,"The stuttering is rhythmic at this point. Every time thirty peasants pathfind through the bailey at shift change, the game hiccups like it saw a ghost. Waited two patches for a fix, still juddering, thumb stays down."
r263,g17,mimic_flipper,64.3,True,39,2024-09-22,"Found the gold duplication trick by accident: sell a Mimic Chest to the pawn imp, buy it back, and it spits out double the coins every single time. By week 3 money completely stops mattering and the game becomes a joke dispenser. A very good joke dispenser, to be fair, so thumbs up, but the economy needs an actual patch and not vibes."
r264,g01,chromaburn,112.0,True,11,2026-03-15,"A year later and I still boot it up almost daily. Post-1.4 it's rock solid, the seasonal time trials keep it fresh, and I hold the Sunset Loop lap record among my friends, which they will never hear the end of."
r265,g06,tab_complete_speed,91.0,True,11,2026-05-05,"Found the tab-completion artifact on floor six and my runs got forty percent faster overnight. Speedrunning this game is typing practice with a body count. The no-tutorial complaints are fair, but the depth underneath is absurd."
r266,g12,CAPSLOCK_CASTAWAY,9.8,False,88,2025-04-11,LOST SIX HOURS OF PROGRESS BECAUSE THE AUTOSAVE ATE MY RUN AT THE BRINEFALL. SIX. HOURS. THE FILE JUST SAYS 'DATA CORRUPTED'. I FOUGHT THE TIDEWALKER WITH ONE FLARE AND A PRAYER AND THE GAME COULD NOT BE BOTHERED TO REMEMBER IT. FIX YOUR SAVE SYSTEM BEFORE YOU SELL A HORROR GAME. THE REAL HORROR IS THE SAVE MENU.
r267,g20,roster_robbed,31.6,False,18,2026-02-23,Base game ships with twelve units and the balance patch notes casually discuss units I do not even own. Half the depth costs extra. Quiet Signal makes brilliant games and hostile storefronts.
r268,g09,vinyl_moth,18.0,True,10,2025-12-12,Bought the soundtrack before I even finished the game. The composer deserves every award that exists. The game attached to the music is also incredible.
r269,g20,nvme_nick,45.1,True,12,2025-03-29,45 second loads into every skirmish on a Samsung 980 Pro. An NVMe drive should not feel like a cassette tape. The game itself is superb once it finally lets you in.
r270,g17,rentmath_rob,17.2,False,21,2025-02-08,The rent numbers make zero sense. A goblin in a broom closet pays 4000 gold a week while my dragon penthouse tenant pays 12. Twelve. The whole economy is held together with duct tape and jokes.
r271,g04,stone_by_stone,84.0,True,14,2025-06-06,"The May optimization patch roughly doubled my frame rate in big builds. It still dips when a wall comes down, but my thousand-piece citadel is finally playable instead of a screensaver. Faith restored, thumb flipped."
r272,g04,slideshow_sam,9.0,False,12,2025-01-25,"optimization is nonexistent. gorgeous castle, beautiful slideshow."
r273,g12,second_dive,39.0,True,57,2026-02-09,"Bought at launch, lost two runs to corrupted saves, shelved it in anger. Came back after patch 1.2 in January and it's a different game — thirty hours since, zero save issues, and they even added manual save slots as backup. Finally finished it. The Brinefall sequence is the best horror set piece I've ever played, full stop. If the save bug scared you off, it's safe to come back down."
r274,g13,couch_detectives,21.0,True,9,2025-09-22,"My partner and I play it together on the couch, arguing about suspects like an old married detective duo. We only needed a guide once, for the tram timetable. There is no hint system whatsoever, so bring a second brain."
r275,g20,done_waiting_dana,62.0,False,30,2026-07-03,"62 hours, uninstalling with regret. Two things broke me: sitting through minute long loads between every skirmish on a brand new SSD, and watching the ranked meta drift toward DLC units I refuse to buy on principle. The core design deserves a monument. The product wrapped around it deserves a refund. When loads are fixed and units are earnable, I will return."
r276,g13,silent_credits,16.0,True,13,2025-06-27,Solved the case at 2am and just sat there in the dark afterwards. No game has ever done that to me before.
r277,g12,twice_bitten,12.3,False,26,2025-06-02,Corrupted save at hour twelve. Twice. I'm done.
r278,g04,tapestry_tactician,53.0,True,11,2026-05-10,"Discovered that a tapestry was the only thing holding up my banquet hall. Removed it during redecorating, the ceiling followed, and forty peasants filed a complaint. The physics engine is the best comedian in games right now."
r279,g04,nova_x2_owner,37.0,False,22,2024-09-30,"I get 15 fps standing in my own throne room. This is on a Nova X2 with 16 gigs of RAM, not some potato. There's no excuse for a building game where building things is the performance problem."
r280,g16,hotfix_hope,41.9,True,15,2026-05-18,"Patch 1.0.4 actually fixed the T-posing and my quest log finally makes sense. Coldsnap has been shipping fixes weekly. Cautiously flipping my review to positive, this is slowly becoming the game it promised to be."
r281,g17,familiar_stories,51.0,True,9,2026-03-21,"Every tenant has a whole life. The vampire requests blackout curtains via increasingly passive aggressive letters, the ghost pays rent early out of guilt, and the werewolf blames every full moon incident on his roommate. You renovate towers to unlock new tenant species and every single one is a comedy engine. The economy is broken, who cares, I am rich and laughing."
